# Hyperlimit Slow Performer History

Generated by `cargo bench --bench retained_fuzz`. Timings are best-of-five wall-clock probes of deterministic inputs shaped by the registered cargo-fuzz targets.

Latest run sampled 20000 deterministic fuzz cases. This table merges crate-local history by `family + target + input`, keeps each case's worst observed time, and retains the 1000 worst cases.

## Worst Performers

| Rank | Worst Time | Family | Target | Input |
| 315 | 34.447 us | `cargo-fuzz` | `predicate_invariants` | `seed[1393]` |
| 316 | 34.438 us | `cargo-fuzz` | `predicate_invariants` | `seed[1546]` |
| 317 | 34.428 us | `cargo-fuzz` | `predicate_invariants` | `seed[1394]` |
| 318 | 34.427 us | `cargo-fuzz` | `predicate_invariants` | `seed[805]` |
| 319 | 34.418 us | `cargo-fuzz` | `predicate_invariants` | `seed[942]` |
| 320 | 34.418 us | `cargo-fuzz` | `predicate_invariants` | `seed[1627]` |
| 321 | 34.417 us | `cargo-fuzz` | `predicate_invariants` | `seed[1594]` |
| 322 | 34.408 us | `cargo-fuzz` | `predicate_invariants` | `seed[888]` |
| 323 | 34.408 us | `cargo-fuzz` | `predicate_invariants` | `seed[1187]` |
| 324 | 34.397 us | `cargo-fuzz` | `predicate_invariants` | `seed[1975]` |
| 325 | 34.397 us | `cargo-fuzz` | `predicate_invariants` | `seed[2114]` |
| 326 | 34.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[892]` |
| 327 | 34.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[2311]` |
| 328 | 34.378 us | `cargo-fuzz` | `predicate_invariants` | `seed[945]` |
| 329 | 34.368 us | `cargo-fuzz` | `predicate_invariants` | `seed[1395]` |
| 330 | 34.367 us | `cargo-fuzz` | `predicate_invariants` | `seed[2169]` |
| 331 | 34.358 us | `cargo-fuzz` | `predicate_invariants` | `seed[772]` |
| 332 | 34.358 us | `cargo-fuzz` | `predicate_invariants` | `seed[872]` |
| 333 | 34.358 us | `cargo-fuzz` | `predicate_invariants` | `seed[1941]` |
| 334 | 34.348 us | `cargo-fuzz` | `predicate_invariants` | `seed[765]` |
| 335 | 34.347 us | `cargo-fuzz` | `predicate_invariants` | `seed[1296]` |
| 336 | 34.338 us | `cargo-fuzz` | `predicate_invariants` | `seed[816]` |
| 337 | 34.338 us | `cargo-fuzz` | `predicate_invariants` | `seed[1959]` |
| 338 | 34.328 us | `cargo-fuzz` | `predicate_invariants` | `seed[655]` |
| 339 | 34.328 us | `cargo-fuzz` | `predicate_invariants` | `seed[2145]` |
| 340 | 34.318 us | `cargo-fuzz` | `predicate_invariants` | `seed[740]` |
| 341 | 34.317 us | `cargo-fuzz` | `predicate_invariants` | `seed[861]` |
| 342 | 34.317 us | `cargo-fuzz` | `predicate_invariants` | `seed[946]` |
| 343 | 34.307 us | `cargo-fuzz` | `predicate_invariants` | `seed[1687]` |
| 344 | 34.298 us | `cargo-fuzz` | `predicate_invariants` | `seed[939]` |
| 345 | 34.287 us | `cargo-fuzz` | `predicate_invariants` | `seed[898]` |
| 346 | 34.287 us | `cargo-fuzz` | `predicate_invariants` | `seed[7179]` |
| 347 | 34.278 us | `cargo-fuzz` | `predicate_invariants` | `seed[2264]` |
| 348 | 34.268 us | `cargo-fuzz` | `predicate_invariants` | `seed[881]` |
| 349 | 34.267 us | `cargo-fuzz` | `predicate_invariants` | `seed[1139]` |
| 350 | 34.258 us | `cargo-fuzz` | `predicate_invariants` | `seed[997]` |
| 351 | 34.258 us | `cargo-fuzz` | `predicate_invariants` | `seed[1910]` |
| 352 | 34.257 us | `cargo-fuzz` | `predicate_invariants` | `seed[2012]` |
| 353 | 34.257 us | `cargo-fuzz` | `predicate_invariants` | `seed[2333]` |
| 354 | 34.248 us | `cargo-fuzz` | `predicate_invariants` | `seed[1528]` |
| 355 | 34.247 us | `cargo-fuzz` | `predicate_invariants` | `seed[1669]` |
| 356 | 34.238 us | `cargo-fuzz` | `predicate_invariants` | `seed[1924]` |
| 357 | 34.238 us | `cargo-fuzz` | `predicate_invariants` | `seed[2045]` |
| 358 | 34.237 us | `cargo-fuzz` | `predicate_invariants` | `seed[1685]` |
| 359 | 34.228 us | `cargo-fuzz` | `predicate_invariants` | `seed[1494]` |
| 360 | 34.228 us | `cargo-fuzz` | `predicate_invariants` | `seed[2074]` |
| 361 | 34.228 us | `cargo-fuzz` | `predicate_invariants` | `seed[2171]` |
| 362 | 34.227 us | `cargo-fuzz` | `predicate_invariants` | `seed[855]` |
| 363 | 34.218 us | `cargo-fuzz` | `predicate_invariants` | `seed[739]` |
| 364 | 34.218 us | `cargo-fuzz` | `predicate_invariants` | `seed[1148]` |
| 365 | 34.217 us | `cargo-fuzz` | `predicate_invariants` | `seed[9394]` |
| 366 | 34.208 us | `cargo-fuzz` | `predicate_invariants` | `seed[2105]` |
| 367 | 34.207 us | `cargo-fuzz` | `predicate_invariants` | `seed[1042]` |
| 368 | 34.198 us | `cargo-fuzz` | `predicate_invariants` | `seed[2235]` |
| 369 | 34.188 us | `cargo-fuzz` | `predicate_invariants` | `seed[1167]` |
| 370 | 34.188 us | `cargo-fuzz` | `predicate_invariants` | `seed[1650]` |
| 371 | 34.187 us | `cargo-fuzz` | `predicate_invariants` | `seed[737]` |
| 372 | 34.178 us | `cargo-fuzz` | `predicate_invariants` | `seed[798]` |
| 373 | 34.178 us | `cargo-fuzz` | `predicate_invariants` | `seed[1015]` |
| 374 | 34.177 us | `cargo-fuzz` | `predicate_invariants` | `seed[1158]` |
| 375 | 34.168 us | `cargo-fuzz` | `predicate_invariants` | `seed[1054]` |
| 376 | 34.167 us | `cargo-fuzz` | `predicate_invariants` | `seed[1556]` |
| 377 | 34.167 us | `cargo-fuzz` | `predicate_invariants` | `seed[2563]` |
| 378 | 34.147 us | `cargo-fuzz` | `predicate_invariants` | `seed[1512]` |
| 379 | 34.147 us | `cargo-fuzz` | `predicate_invariants` | `seed[2222]` |
| 380 | 34.138 us | `cargo-fuzz` | `predicate_invariants` | `seed[1146]` |
| 381 | 34.138 us | `cargo-fuzz` | `predicate_invariants` | `seed[1855]` |
| 382 | 34.128 us | `cargo-fuzz` | `predicate_invariants` | `seed[1456]` |
| 383 | 34.128 us | `cargo-fuzz` | `predicate_invariants` | `seed[7256]` |
| 384 | 34.118 us | `cargo-fuzz` | `predicate_invariants` | `seed[9412]` |
| 385 | 34.117 us | `cargo-fuzz` | `predicate_invariants` | `seed[2071]` |
| 386 | 34.108 us | `cargo-fuzz` | `predicate_invariants` | `seed[768]` |
| 387 | 34.108 us | `cargo-fuzz` | `predicate_invariants` | `seed[769]` |
| 388 | 34.107 us | `cargo-fuzz` | `predicate_invariants` | `seed[869]` |
| 389 | 34.098 us | `cargo-fuzz` | `predicate_invariants` | `seed[1690]` |
| 390 | 34.098 us | `cargo-fuzz` | `predicate_invariants` | `seed[1735]` |
| 391 | 34.097 us | `cargo-fuzz` | `predicate_invariants` | `seed[776]` |
| 392 | 34.097 us | `cargo-fuzz` | `predicate_invariants` | `seed[1367]` |
| 393 | 34.088 us | `cargo-fuzz` | `predicate_invariants` | `seed[1159]` |
| 394 | 34.088 us | `cargo-fuzz` | `predicate_invariants` | `seed[1942]` |
| 395 | 34.088 us | `cargo-fuzz` | `predicate_invariants` | `seed[9418]` |
| 396 | 34.087 us | `cargo-fuzz` | `predicate_invariants` | `seed[789]` |
| 397 | 34.078 us | `cargo-fuzz` | `predicate_invariants` | `seed[170]` |
| 398 | 34.077 us | `cargo-fuzz` | `predicate_invariants` | `seed[1943]` |
| 399 | 34.068 us | `cargo-fuzz` | `predicate_invariants` | `seed[897]` |
| 400 | 34.068 us | `cargo-fuzz` | `predicate_invariants` | `seed[1247]` |
| 401 | 34.068 us | `cargo-fuzz` | `predicate_invariants` | `seed[1935]` |
| 402 | 34.067 us | `cargo-fuzz` | `predicate_invariants` | `seed[1389]` |
| 403 | 34.067 us | `cargo-fuzz` | `predicate_invariants` | `seed[1693]` |
| 404 | 34.067 us | `cargo-fuzz` | `predicate_invariants` | `seed[2209]` |
| 405 | 34.058 us | `cargo-fuzz` | `predicate_invariants` | `seed[985]` |
| 406 | 34.058 us | `cargo-fuzz` | `predicate_invariants` | `seed[1918]` |
| 407 | 34.048 us | `cargo-fuzz` | `predicate_invariants` | `seed[692]` |
| 408 | 34.037 us | `cargo-fuzz` | `predicate_invariants` | `seed[1532]` |
| 409 | 34.028 us | `cargo-fuzz` | `predicate_invariants` | `seed[1671]` |
| 410 | 34.028 us | `cargo-fuzz` | `predicate_invariants` | `seed[2160]` |
| 411 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[756]` |
| 412 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[764]` |
| 413 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[1116]` |
| 414 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[1523]` |
| 415 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[1571]` |
| 416 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[2174]` |
| 417 | 34.008 us | `cargo-fuzz` | `predicate_invariants` | `seed[4849]` |
| 418 | 33.998 us | `cargo-fuzz` | `predicate_invariants` | `seed[343]` |
| 419 | 33.998 us | `cargo-fuzz` | `predicate_invariants` | `seed[778]` |
| 420 | 33.988 us | `cargo-fuzz` | `predicate_invariants` | `seed[1287]` |
| 421 | 33.978 us | `cargo-fuzz` | `predicate_invariants` | `seed[1860]` |
| 422 | 33.977 us | `cargo-fuzz` | `predicate_invariants` | `seed[883]` |
| 423 | 33.968 us | `cargo-fuzz` | `predicate_invariants` | `seed[717]` |
| 424 | 33.968 us | `cargo-fuzz` | `predicate_invariants` | `seed[9488]` |
| 425 | 33.967 us | `cargo-fuzz` | `predicate_invariants` | `seed[1954]` |
| 426 | 33.958 us | `cargo-fuzz` | `predicate_invariants` | `seed[931]` |
| 427 | 33.958 us | `cargo-fuzz` | `predicate_invariants` | `seed[1013]` |
| 428 | 33.958 us | `cargo-fuzz` | `predicate_invariants` | `seed[1991]` |
| 429 | 33.948 us | `cargo-fuzz` | `predicate_invariants` | `seed[1878]` |
| 430 | 33.948 us | `cargo-fuzz` | `predicate_invariants` | `seed[2348]` |
| 431 | 33.938 us | `cargo-fuzz` | `predicate_invariants` | `seed[2127]` |
| 432 | 33.938 us | `cargo-fuzz` | `predicate_invariants` | `seed[2349]` |
| 433 | 33.937 us | `cargo-fuzz` | `predicate_invariants` | `seed[821]` |
| 434 | 33.928 us | `cargo-fuzz` | `predicate_invariants` | `seed[645]` |
| 435 | 33.927 us | `cargo-fuzz` | `predicate_invariants` | `seed[2258]` |
| 436 | 33.927 us | `cargo-fuzz` | `predicate_invariants` | `seed[6207]` |
| 437 | 33.918 us | `cargo-fuzz` | `predicate_invariants` | `seed[802]` |
| 438 | 33.918 us | `cargo-fuzz` | `predicate_invariants` | `seed[1176]` |
| 439 | 33.918 us | `cargo-fuzz` | `predicate_invariants` | `seed[1547]` |
| 440 | 33.918 us | `cargo-fuzz` | `predicate_invariants` | `seed[2374]` |
| 441 | 33.917 us | `cargo-fuzz` | `predicate_invariants` | `seed[1147]` |
| 442 | 33.917 us | `cargo-fuzz` | `predicate_invariants` | `seed[1151]` |
| 443 | 33.908 us | `cargo-fuzz` | `predicate_invariants` | `seed[813]` |
| 444 | 33.888 us | `cargo-fuzz` | `predicate_invariants` | `seed[804]` |
| 445 | 33.888 us | `cargo-fuzz` | `predicate_invariants` | `seed[8930]` |
| 446 | 33.878 us | `cargo-fuzz` | `predicate_invariants` | `seed[1530]` |
| 447 | 33.868 us | `cargo-fuzz` | `predicate_invariants` | `seed[1788]` |
| 448 | 33.868 us | `cargo-fuzz` | `predicate_invariants` | `seed[2309]` |
| 449 | 33.867 us | `cargo-fuzz` | `predicate_invariants` | `seed[992]` |
| 450 | 33.867 us | `cargo-fuzz` | `predicate_invariants` | `seed[2096]` |
| 451 | 33.858 us | `cargo-fuzz` | `predicate_invariants` | `seed[1099]` |
| 452 | 33.858 us | `cargo-fuzz` | `predicate_invariants` | `seed[1289]` |
| 453 | 33.858 us | `cargo-fuzz` | `predicate_invariants` | `seed[2203]` |
| 454 | 33.848 us | `cargo-fuzz` | `predicate_invariants` | `seed[1414]` |
| 455 | 33.848 us | `cargo-fuzz` | `predicate_invariants` | `seed[1634]` |
| 456 | 33.848 us | `cargo-fuzz` | `predicate_invariants` | `seed[1889]` |
| 457 | 33.848 us | `cargo-fuzz` | `predicate_invariants` | `seed[2139]` |
| 458 | 33.838 us | `cargo-fuzz` | `predicate_invariants` | `seed[1424]` |
| 459 | 33.837 us | `cargo-fuzz` | `predicate_invariants` | `seed[1540]` |
| 460 | 33.828 us | `cargo-fuzz` | `predicate_invariants` | `seed[1263]` |
| 461 | 33.828 us | `cargo-fuzz` | `predicate_invariants` | `seed[1688]` |
| 462 | 33.828 us | `cargo-fuzz` | `predicate_invariants` | `seed[2058]` |
| 463 | 33.827 us | `cargo-fuzz` | `predicate_invariants` | `seed[1745]` |
| 464 | 33.818 us | `cargo-fuzz` | `predicate_invariants` | `seed[1182]` |
| 465 | 33.818 us | `cargo-fuzz` | `predicate_invariants` | `seed[1459]` |
| 466 | 33.818 us | `cargo-fuzz` | `predicate_invariants` | `seed[1616]` |
| 467 | 33.818 us | `cargo-fuzz` | `predicate_invariants` | `seed[2223]` |
| 468 | 33.808 us | `cargo-fuzz` | `predicate_invariants` | `seed[1972]` |
| 469 | 33.807 us | `cargo-fuzz` | `predicate_invariants` | `seed[1262]` |
| 470 | 33.798 us | `cargo-fuzz` | `predicate_invariants` | `seed[1087]` |
| 471 | 33.798 us | `cargo-fuzz` | `predicate_invariants` | `seed[1737]` |
| 472 | 33.798 us | `cargo-fuzz` | `predicate_invariants` | `seed[2193]` |
| 473 | 33.788 us | `cargo-fuzz` | `predicate_invariants` | `seed[1094]` |
| 474 | 33.788 us | `cargo-fuzz` | `predicate_invariants` | `seed[1114]` |
| 475 | 33.788 us | `cargo-fuzz` | `predicate_invariants` | `seed[2085]` |
| 476 | 33.777 us | `cargo-fuzz` | `predicate_invariants` | `seed[610]` |
| 477 | 33.777 us | `cargo-fuzz` | `predicate_invariants` | `seed[2257]` |
| 478 | 33.768 us | `cargo-fuzz` | `predicate_invariants` | `seed[966]` |
| 479 | 33.768 us | `cargo-fuzz` | `predicate_invariants` | `seed[1450]` |
| 480 | 33.767 us | `cargo-fuzz` | `predicate_invariants` | `seed[7180]` |
| 481 | 33.758 us | `cargo-fuzz` | `predicate_invariants` | `seed[1483]` |
| 482 | 33.758 us | `cargo-fuzz` | `predicate_invariants` | `seed[1588]` |
| 483 | 33.757 us | `cargo-fuzz` | `predicate_invariants` | `seed[906]` |
| 484 | 33.748 us | `cargo-fuzz` | `predicate_invariants` | `seed[743]` |
| 485 | 33.748 us | `cargo-fuzz` | `predicate_invariants` | `seed[1448]` |
| 486 | 33.748 us | `cargo-fuzz` | `predicate_invariants` | `seed[2082]` |
| 487 | 33.748 us | `cargo-fuzz` | `predicate_invariants` | `seed[8745]` |
| 488 | 33.747 us | `cargo-fuzz` | `predicate_invariants` | `seed[2310]` |
| 489 | 33.737 us | `cargo-fuzz` | `predicate_invariants` | `seed[1266]` |
| 490 | 33.737 us | `cargo-fuzz` | `predicate_invariants` | `seed[1653]` |
| 491 | 33.737 us | `cargo-fuzz` | `predicate_invariants` | `seed[2159]` |
| 492 | 33.728 us | `cargo-fuzz` | `predicate_invariants` | `seed[840]` |
| 493 | 33.728 us | `cargo-fuzz` | `predicate_invariants` | `seed[1021]` |
| 494 | 33.728 us | `cargo-fuzz` | `predicate_invariants` | `seed[9985]` |
| 495 | 33.718 us | `cargo-fuzz` | `predicate_invariants` | `seed[1423]` |
| 496 | 33.718 us | `cargo-fuzz` | `predicate_invariants` | `seed[1595]` |
| 497 | 33.718 us | `cargo-fuzz` | `predicate_invariants` | `seed[2206]` |
| 498 | 33.717 us | `cargo-fuzz` | `predicate_invariants` | `seed[1510]` |
| 499 | 33.708 us | `cargo-fuzz` | `predicate_invariants` | `seed[9862]` |
| 500 | 33.707 us | `cargo-fuzz` | `predicate_invariants` | `seed[882]` |
| 501 | 33.698 us | `cargo-fuzz` | `predicate_invariants` | `seed[1092]` |
| 502 | 33.688 us | `cargo-fuzz` | `predicate_invariants` | `seed[1470]` |
| 503 | 33.688 us | `cargo-fuzz` | `predicate_invariants` | `seed[1534]` |
| 504 | 33.687 us | `cargo-fuzz` | `predicate_invariants` | `seed[780]` |
| 505 | 33.687 us | `cargo-fuzz` | `predicate_invariants` | `seed[797]` |
| 506 | 33.687 us | `cargo-fuzz` | `predicate_invariants` | `seed[1623]` |
| 507 | 33.687 us | `cargo-fuzz` | `predicate_invariants` | `seed[9429]` |
| 508 | 33.678 us | `cargo-fuzz` | `predicate_invariants` | `seed[809]` |
| 509 | 33.658 us | `cargo-fuzz` | `predicate_invariants` | `seed[785]` |
| 510 | 33.657 us | `cargo-fuzz` | `predicate_invariants` | `seed[601]` |
| 511 | 33.648 us | `cargo-fuzz` | `predicate_invariants` | `seed[1579]` |
| 512 | 33.648 us | `cargo-fuzz` | `predicate_invariants` | `seed[1782]` |
| 513 | 33.648 us | `cargo-fuzz` | `predicate_invariants` | `seed[2080]` |
| 514 | 33.648 us | `cargo-fuzz` | `predicate_invariants` | `seed[2361]` |
| 515 | 33.638 us | `cargo-fuzz` | `predicate_invariants` | `seed[2049]` |
| 516 | 33.628 us | `cargo-fuzz` | `predicate_invariants` | `seed[1496]` |
| 517 | 33.628 us | `cargo-fuzz` | `predicate_invariants` | `seed[1916]` |
| 518 | 33.618 us | `cargo-fuzz` | `predicate_invariants` | `seed[1660]` |
| 519 | 33.617 us | `cargo-fuzz` | `predicate_invariants` | `seed[2118]` |
| 520 | 33.617 us | `cargo-fuzz` | `predicate_invariants` | `seed[2211]` |
| 521 | 33.608 us | `cargo-fuzz` | `predicate_invariants` | `seed[839]` |
| 522 | 33.608 us | `cargo-fuzz` | `predicate_invariants` | `seed[7144]` |
| 523 | 33.607 us | `cargo-fuzz` | `predicate_invariants` | `seed[1506]` |
| 524 | 33.607 us | `cargo-fuzz` | `predicate_invariants` | `seed[1952]` |
| 525 | 33.598 us | `cargo-fuzz` | `predicate_invariants` | `seed[1102]` |
| 526 | 33.598 us | `cargo-fuzz` | `predicate_invariants` | `seed[1461]` |
| 527 | 33.588 us | `cargo-fuzz` | `predicate_invariants` | `seed[2106]` |
| 528 | 33.587 us | `cargo-fuzz` | `predicate_invariants` | `seed[973]` |
| 529 | 33.587 us | `cargo-fuzz` | `predicate_invariants` | `seed[1992]` |
| 530 | 33.568 us | `cargo-fuzz` | `predicate_invariants` | `seed[937]` |
| 531 | 33.568 us | `cargo-fuzz` | `predicate_invariants` | `seed[1598]` |
| 532 | 33.568 us | `cargo-fuzz` | `predicate_invariants` | `seed[2380]` |
| 533 | 33.558 us | `cargo-fuzz` | `predicate_invariants` | `seed[713]` |
| 534 | 33.558 us | `cargo-fuzz` | `predicate_invariants` | `seed[1181]` |
| 535 | 33.558 us | `cargo-fuzz` | `predicate_invariants` | `seed[2116]` |
| 536 | 33.548 us | `cargo-fuzz` | `predicate_invariants` | `seed[1514]` |
| 537 | 33.548 us | `cargo-fuzz` | `predicate_invariants` | `seed[1593]` |
| 538 | 33.538 us | `cargo-fuzz` | `predicate_invariants` | `seed[817]` |
| 539 | 33.538 us | `cargo-fuzz` | `predicate_invariants` | `seed[1874]` |
| 540 | 33.538 us | `cargo-fuzz` | `predicate_invariants` | `seed[2276]` |
| 541 | 33.538 us | `cargo-fuzz` | `predicate_invariants` | `seed[7177]` |
| 542 | 33.528 us | `cargo-fuzz` | `predicate_invariants` | `seed[143]` |
| 543 | 33.528 us | `cargo-fuzz` | `predicate_invariants` | `seed[961]` |
| 544 | 33.528 us | `cargo-fuzz` | `predicate_invariants` | `seed[1526]` |
| 545 | 33.528 us | `cargo-fuzz` | `predicate_invariants` | `seed[1533]` |
| 546 | 33.518 us | `cargo-fuzz` | `predicate_invariants` | `seed[868]` |
| 547 | 33.518 us | `cargo-fuzz` | `predicate_invariants` | `seed[6301]` |
| 548 | 33.517 us | `cargo-fuzz` | `predicate_invariants` | `seed[766]` |
| 549 | 33.517 us | `cargo-fuzz` | `predicate_invariants` | `seed[1730]` |
| 550 | 33.508 us | `cargo-fuzz` | `predicate_invariants` | `seed[1741]` |
| 551 | 33.498 us | `cargo-fuzz` | `predicate_invariants` | `seed[1332]` |
| 552 | 33.498 us | `cargo-fuzz` | `predicate_invariants` | `seed[1630]` |
| 553 | 33.498 us | `cargo-fuzz` | `predicate_invariants` | `seed[2267]` |
| 554 | 33.497 us | `cargo-fuzz` | `predicate_invariants` | `seed[1497]` |
| 555 | 33.497 us | `cargo-fuzz` | `predicate_invariants` | `seed[2011]` |
| 556 | 33.488 us | `cargo-fuzz` | `predicate_invariants` | `seed[1509]` |
| 557 | 33.488 us | `cargo-fuzz` | `predicate_invariants` | `seed[2087]` |
| 558 | 33.478 us | `cargo-fuzz` | `predicate_invariants` | `seed[1500]` |
| 559 | 33.468 us | `cargo-fuzz` | `predicate_invariants` | `seed[1609]` |
| 560 | 33.467 us | `cargo-fuzz` | `predicate_invariants` | `seed[1409]` |
| 561 | 33.467 us | `cargo-fuzz` | `predicate_invariants` | `seed[1661]` |
| 562 | 33.458 us | `cargo-fuzz` | `predicate_invariants` | `seed[644]` |
| 563 | 33.458 us | `cargo-fuzz` | `predicate_invariants` | `seed[1445]` |
| 564 | 33.458 us | `cargo-fuzz` | `predicate_invariants` | `seed[1822]` |
| 565 | 33.457 us | `cargo-fuzz` | `predicate_invariants` | `seed[965]` |
| 566 | 33.448 us | `cargo-fuzz` | `predicate_invariants` | `seed[1411]` |
| 567 | 33.448 us | `cargo-fuzz` | `predicate_invariants` | `seed[1985]` |
| 568 | 33.438 us | `cargo-fuzz` | `predicate_invariants` | `seed[1397]` |
| 569 | 33.428 us | `cargo-fuzz` | `predicate_invariants` | `seed[1416]` |
| 570 | 33.427 us | `cargo-fuzz` | `predicate_invariants` | `seed[2123]` |
| 571 | 33.418 us | `cargo-fuzz` | `predicate_invariants` | `seed[2152]` |
| 572 | 33.417 us | `cargo-fuzz` | `predicate_invariants` | `seed[1069]` |
| 573 | 33.407 us | `cargo-fuzz` | `predicate_invariants` | `seed[940]` |
| 574 | 33.407 us | `cargo-fuzz` | `predicate_invariants` | `seed[1029]` |
| 575 | 33.398 us | `cargo-fuzz` | `predicate_invariants` | `seed[814]` |
| 576 | 33.398 us | `cargo-fuzz` | `predicate_invariants` | `seed[943]` |
| 577 | 33.398 us | `cargo-fuzz` | `predicate_invariants` | `seed[1041]` |
| 578 | 33.398 us | `cargo-fuzz` | `predicate_invariants` | `seed[1519]` |
| 579 | 33.398 us | `cargo-fuzz` | `predicate_invariants` | `seed[1676]` |
| 580 | 33.397 us | `cargo-fuzz` | `predicate_invariants` | `seed[834]` |
| 581 | 33.397 us | `cargo-fuzz` | `predicate_invariants` | `seed[1692]` |
| 582 | 33.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[801]` |
| 583 | 33.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[1591]` |
| 584 | 33.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[2053]` |
| 585 | 33.388 us | `cargo-fuzz` | `predicate_invariants` | `seed[2273]` |
| 586 | 33.387 us | `cargo-fuzz` | `predicate_invariants` | `seed[2097]` |
| 587 | 33.378 us | `cargo-fuzz` | `predicate_invariants` | `seed[793]` |
| 588 | 33.378 us | `cargo-fuzz` | `predicate_invariants` | `seed[846]` |
| 589 | 33.378 us | `cargo-fuzz` | `predicate_invariants` | `seed[1605]` |
| 590 | 33.378 us | `cargo-fuzz` | `predicate_invariants` | `seed[1933]` |
| 591 | 33.377 us | `cargo-fuzz` | `predicate_invariants` | `seed[835]` |
| 592 | 33.377 us | `cargo-fuzz` | `predicate_invariants` | `seed[1568]` |
| 593 | 33.368 us | `cargo-fuzz` | `predicate_invariants` | `seed[936]` |
| 594 | 33.368 us | `cargo-fuzz` | `predicate_invariants` | `seed[1947]` |
| 595 | 33.367 us | `cargo-fuzz` | `predicate_invariants` | `seed[1354]` |
| 596 | 33.358 us | `cargo-fuzz` | `predicate_invariants` | `seed[941]` |
| 597 | 33.358 us | `cargo-fuzz` | `predicate_invariants` | `seed[2000]` |
| 598 | 33.348 us | `cargo-fuzz` | `predicate_invariants` | `seed[1022]` |
| 599 | 33.347 us | `cargo-fuzz` | `predicate_invariants` | `seed[1968]` |
| 600 | 33.338 us | `cargo-fuzz` | `predicate_invariants` | `seed[920]` |
| 601 | 33.338 us | `cargo-fuzz` | `predicate_invariants` | `seed[1971]` |
| 602 | 33.338 us | `cargo-fuzz` | `predicate_invariants` | `seed[2395]` |
| 603 | 33.337 us | `cargo-fuzz` | `predicate_invariants` | `seed[749]` |
| 604 | 33.328 us | `cargo-fuzz` | `predicate_invariants` | `seed[253]` |
| 605 | 33.328 us | `cargo-fuzz` | `predicate_invariants` | `seed[2293]` |
| 606 | 33.327 us | `cargo-fuzz` | `predicate_invariants` | `seed[718]` |
| 607 | 33.327 us | `cargo-fuzz` | `predicate_invariants` | `seed[2281]` |
| 608 | 33.318 us | `cargo-fuzz` | `predicate_invariants` | `seed[1516]` |
| 609 | 33.318 us | `cargo-fuzz` | `predicate_invariants` | `seed[2392]` |
| 610 | 33.317 us | `cargo-fuzz` | `predicate_invariants` | `seed[1201]` |
| 611 | 33.308 us | `cargo-fuzz` | `predicate_invariants` | `seed[1045]` |
| 612 | 33.308 us | `cargo-fuzz` | `predicate_invariants` | `seed[1174]` |
| 613 | 33.298 us | `cargo-fuzz` | `predicate_invariants` | `seed[1999]` |
| 614 | 33.297 us | `cargo-fuzz` | `predicate_invariants` | `seed[1025]` |
| 615 | 33.288 us | `cargo-fuzz` | `predicate_invariants` | `seed[1961]` |
| 616 | 33.288 us | `cargo-fuzz` | `predicate_invariants` | `seed[2176]` |
| 617 | 33.278 us | `cargo-fuzz` | `predicate_invariants` | `seed[1027]` |
| 618 | 33.278 us | `cargo-fuzz` | `predicate_invariants` | `seed[1740]` |
| 619 | 33.268 us | `cargo-fuzz` | `predicate_invariants` | `seed[2278]` |
| 620 | 33.267 us | `cargo-fuzz` | `predicate_invariants` | `seed[1111]` |
| 621 | 33.258 us | `cargo-fuzz` | `predicate_invariants` | `seed[1736]` |
| 622 | 33.257 us | `cargo-fuzz` | `predicate_invariants` | `seed[1236]` |
| 623 | 33.248 us | `cargo-fuzz` | `predicate_invariants` | `seed[1418]` |
| 624 | 33.248 us | `cargo-fuzz` | `predicate_invariants` | `seed[2055]` |
| 625 | 33.248 us | `cargo-fuzz` | `predicate_invariants` | `seed[2326]` |
| 626 | 33.248 us | `cargo-fuzz` | `predicate_invariants` | `seed[9889]` |
| 627 | 33.238 us | `cargo-fuzz` | `predicate_invariants` | `seed[1495]` |
| 628 | 33.238 us | `cargo-fuzz` | `predicate_invariants` | `seed[2298]` |
| 629 | 33.237 us | `cargo-fuzz` | `predicate_invariants` | `seed[2247]` |
| 630 | 33.228 us | `cargo-fuzz` | `predicate_invariants` | `seed[1161]` |
| 631 | 33.228 us | `cargo-fuzz` | `predicate_invariants` | `seed[2371]` |
| 632 | 33.227 us | `cargo-fuzz` | `predicate_invariants` | `seed[2161]` |
| 633 | 33.218 us | `cargo-fuzz` | `predicate_invariants` | `seed[996]` |
| 634 | 33.218 us | `cargo-fuzz` | `predicate_invariants` | `seed[1427]` |
| 635 | 33.218 us | `cargo-fuzz` | `predicate_invariants` | `seed[1786]` |
| 636 | 33.217 us | `cargo-fuzz` | `predicate_invariants` | `seed[819]` |
| 637 | 33.217 us | `cargo-fuzz` | `predicate_invariants` | `seed[1697]` |
